start.labels,start.properties.name,start.properties.userId,relationship.identity,relationship.start,relationship.end,relationship.properties.rating,relationship.properties.timestamp
['User'],Mr. Jason Love,2,20371,9146,157,3.0,835355493
['User'],Mr. Jason Love,2,20370,9146,149,4.0,835355441
['User'],Mr. Jason Love,2,20364,9146,65,4.0,835355586
['User'],Mr. Jason Love,2,20365,9146,66,3.0,835356031
['User'],Mr. Jason Love,2,20366,9146,75,3.0,835355749
['User'],Mr. Jason Love,2,20367,9146,117,4.0,835355532
['User'],Mr. Jason Love,2,20360,9146,19,4.0,835355493
['User'],Mr. Jason Love,2,20361,9146,27,5.0,835355681
['User'],Mr. Jason Love,2,20362,9146,52,5.0,835355604
['User'],Mr. Jason Love,2,20363,9146,61,4.0,835355552
['User'],Mr. Jason Love,2,20415,9146,466,4.0,835355731
['User'],Mr. Jason Love,2,20414,9146,463,3.0,835355880
['User'],Mr. Jason Love,2,20423,9146,513,5.0,835355767
['User'],Mr. Jason Love,2,20422,9146,512,3.0,835356109
['User'],Mr. Jason Love,2,20421,9146,502,3.0,835355767
['User'],Mr. Jason Love,2,20420,9146,500,4.0,835356199
['User'],Mr. Jason Love,2,20419,9146,491,4.0,835355731
['User'],Mr. Jason Love,2,20418,9146,480,4.0,835355817
['User'],Mr. Jason Love,2,20417,9146,474,4.0,835355719
['User'],Mr. Jason Love,2,20416,9146,473,4.0,835355860
['User'],Mr. Jason Love,2,20431,9146,543,5.0,835355395
['User'],Mr. Jason Love,2,20430,9146,542,5.0,835355395
['User'],Mr. Jason Love,2,20429,9146,541,5.0,835355697
['User'],Mr. Jason Love,2,20428,9146,540,3.0,835355441
['User'],Mr. Jason Love,2,20427,9146,539,3.0,835355779
['User'],Mr. Jason Love,2,20426,9146,538,3.0,835355790
['User'],Mr. Jason Love,2,20425,9146,537,5.0,835355817
['User'],Mr. Jason Love,2,20424,9146,514,3.0,835355860
['User'],Mr. Jason Love,2,20434,9146,586,4.0,835356141
['User'],Mr. Jason Love,2,20435,9146,626,4.0,835355978
['User'],Mr. Jason Love,2,20432,9146,544,3.0,835355511
['User'],Mr. Jason Love,2,20433,9146,562,3.0,835355932
['User'],Mr. Jason Love,2,20385,9146,257,5.0,835355586
['User'],Mr. Jason Love,2,20384,9146,256,5.0,835355697
['User'],Mr. Jason Love,2,20387,9146,264,4.0,835355779
['User'],Mr. Jason Love,2,20386,9146,263,3.0,835355767
['User'],Mr. Jason Love,2,20389,9146,285,4.0,835355395
['User'],Mr. Jason Love,2,20388,9146,281,3.0,835355492
['User'],Mr. Jason Love,2,20391,9146,299,4.0,835356044
['User'],Mr. Jason Love,2,20390,9146,287,3.0,835355532
['User'],Mr. Jason Love,2,20393,9146,304,1.0,835355918
['User'],Mr. Jason Love,2,20392,9146,302,2.0,835355551
['User'],Mr. Jason Love,2,20395,9146,333,4.0,835355441
['User'],Mr. Jason Love,2,20394,9146,323,3.0,835355492
['User'],Mr. Jason Love,2,20397,9146,340,3.0,835355628
['User'],Mr. Jason Love,2,20396,9146,334,4.0,835355697
['User'],Mr. Jason Love,2,20399,9146,347,3.0,835355604
['User'],Mr. Jason Love,2,20398,9146,341,3.0,835355749
['User'],Mr. Jason Love,2,20400,9146,350,3.0,835355619
['User'],Mr. Jason Love,2,20401,9146,353,2.0,835355932
['User'],Mr. Jason Love,2,20402,9146,354,3.0,835355968
['User'],Mr. Jason Love,2,20403,9146,355,3.0,835356094
['User'],Mr. Jason Love,2,20404,9146,360,3.0,835355710
['User'],Mr. Jason Love,2,20405,9146,365,3.0,835356165
['User'],Mr. Jason Love,2,20406,9146,376,2.0,835356246
['User'],Mr. Jason Love,2,20407,9146,380,3.0,835355532
['User'],Mr. Jason Love,2,20408,9146,422,4.0,835355604
['User'],Mr. Jason Love,2,20409,9146,425,3.0,835355511
['User'],Mr. Jason Love,2,20410,9146,435,4.0,835355790
['User'],Mr. Jason Love,2,20411,9146,441,2.0,835355828
['User'],Mr. Jason Love,2,20412,9146,446,4.0,835355643
['User'],Mr. Jason Love,2,20413,9146,451,3.0,835355918
['User'],Angela Thompson,3,20482,9147,6402,3.5,1298932740
['User'],Angela Thompson,3,20453,9147,973,5.0,1298932770
['User'],Angela Thompson,3,20452,9147,718,3.0,1298861687
['User'],Angela Thompson,3,20455,9147,1009,4.0,1298861628
['User'],Angela Thompson,3,20454,9147,985,3.0,1298921795
['User'],Angela Thompson,3,20449,9147,546,2.0,1298923260
['User'],Angela Thompson,3,20448,9147,544,3.0,1298921840
['User'],Angela Thompson,3,20451,9147,661,4.0,1298863157
['User'],Angela Thompson,3,20450,9147,636,3.5,1298932787
['User'],Angela Thompson,3,20461,9147,1609,4.0,1298921862
['User'],Angela Thompson,3,20460,9147,1474,4.0,1298863143
['User'],Angela Thompson,3,20463,9147,2029,3.0,1298861789
['User'],Angela Thompson,3,20462,9147,1853,4.0,1298861753
['User'],Angela Thompson,3,20457,9147,1137,4.0,1298861658
['User'],Angela Thompson,3,20456,9147,1044,3.0,1298861605
['User'],Angela Thompson,3,20459,9147,1378,4.5,1298923236
['User'],Angela Thompson,3,20458,9147,1272,3.5,1298922089
['User'],Angela Thompson,3,20468,9147,2292,4.0,1298861733
['User'],Angela Thompson,3,20469,9147,2307,4.0,1298921825
['User'],Angela Thompson,3,20470,9147,2393,5.0,1298862874
['User'],Angela Thompson,3,20471,9147,2618,3.0,1298861968
['User'],Angela Thompson,3,20464,9147,2175,3.0,1298862710
['User'],Angela Thompson,3,20465,9147,2181,3.5,1298861796
['User'],Angela Thompson,3,20466,9147,2192,3.0,1298924017
['User'],Angela Thompson,3,20467,9147,2231,3.5,1298922057
['User'],Angela Thompson,3,20476,9147,4629,3.0,1298922080
['User'],Angela Thompson,3,20477,9147,5045,2.5,1298921787
['User'],Angela Thompson,3,20478,9147,5146,3.0,1298922065
['User'],Angela Thompson,3,20479,9147,5499,3.5,1298861650
['User'],Angela Thompson,3,20472,9147,2823,4.0,1298861633
['User'],Angela Thompson,3,20473,9147,3176,5.0,1298863174
['User'],Angela Thompson,3,20474,9147,4104,3.0,1298923266
['User'],Angela Thompson,3,20475,9147,4278,3.5,1298862672
['User'],Angela Thompson,3,20438,9147,238,3.5,1298861637
['User'],Angela Thompson,3,20439,9147,258,3.0,1298861761
['User'],Angela Thompson,3,20436,9147,73,3.0,1298861675
['User'],Angela Thompson,3,20437,9147,117,4.0,1298922049
['User'],Angela Thompson,3,20446,9147,540,3.0,1298922100
['User'],Angela Thompson,3,20447,9147,543,3.0,1298923247
['User'],Angela Thompson,3,20444,9147,360,2.5,1298923242
['User'],Angela Thompson,3,20445,9147,491,3.0,1298862528
['User'],Angela Thompson,3,20442,9147,339,2.5,1298861589
['User'],Angela Thompson,3,20443,9147,340,5.0,1298862167
['User'],Angela Thompson,3,20440,9147,285,4.5,1298862418
['User'],Angela Thompson,3,20441,9147,303,5.0,1298862121
['User'],Angela Thompson,3,20485,9147,6935,3.0,1298922071
['User'],Angela Thompson,3,20484,9147,6620,4.5,1298862467
['User'],Angela Thompson,3,20486,9147,7753,4.0,1298922130
['User'],Angela Thompson,3,20481,9147,5923,3.5,1298862555
['User'],Angela Thompson,3,20480,9147,5504,3.0,1298932766
['User'],Angela Thompson,3,20483,9147,6576,4.5,1298862361
['User'],Jessica Sherman,4,20575,9148,1131,3.0,949920004
['User'],Jessica Sherman,4,20574,9148,1130,4.0,949810302
['User'],Jessica Sherman,4,20573,9148,1119,4.0,949810582
['User'],Jessica Sherman,4,20572,9148,1107,5.0,949919247
['User'],Jessica Sherman,4,20571,9148,1098,5.0,949982274
['User'],Jessica Sherman,4,20570,9148,1096,4.0,949896275
['User'],Jessica Sherman,4,20569,9148,1079,4.0,949811602
['User'],Jessica Sherman,4,20568,9148,1070,4.0,949918927
['User'],Jessica Sherman,4,20567,9148,1064,5.0,949918743
['User'],Jessica Sherman,4,20566,9148,1061,5.0,949811490
['User'],Jessica Sherman,4,20565,9148,1058,4.0,949811559
['User'],Jessica Sherman,4,20564,9148,1055,5.0,949949396
['User'],Jessica Sherman,4,20563,9148,1051,5.0,949919372
['User'],Jessica Sherman,4,20562,9148,1043,5.0,949811523
['User'],Jessica Sherman,4,20561,9148,1038,5.0,949919591
['User'],Jessica Sherman,4,20560,9148,1032,4.0,949811559
['User'],Jessica Sherman,4,20558,9148,1030,5.0,949811602
['User'],Jessica Sherman,4,20559,9148,1031,5.0,949918743
['User'],Jessica Sherman,4,20556,9148,1013,5.0,949896244
['User'],Jessica Sherman,4,20557,9148,1016,5.0,949919519
['User'],Jessica Sherman,4,20554,9148,1000,5.0,949779173
['User'],Jessica Sherman,4,20555,9148,1004,5.0,949919372
['User'],Jessica Sherman,4,20552,9148,995,5.0,949811523
['User'],Jessica Sherman,4,20553,9148,997,5.0,949918693
['User'],Jessica Sherman,4,20550,9148,989,5.0,949810261
['User'],Jessica Sherman,4,20551,9148,994,5.0,949779173
['User'],Jessica Sherman,4,20548,9148,985,5.0,949778714
['User'],Jessica Sherman,4,20549,9148,988,5.0,949895708
['User'],Jessica Sherman,4,20546,9148,981,5.0,949896159
['User'],Jessica Sherman,4,20547,9148,983,5.0,949779173
['User'],Jessica Sherman,4,20544,9148,974,5.0,949779173
['User'],Jessica Sherman,4,20545,9148,976,5.0,949896244
['User'],Jessica Sherman,4,20605,9148,1613,4.0,949982239
['User'],Jessica Sherman,4,20604,9148,1602,4.0,949896114
['User'],Jessica Sherman,4,20607,9148,1626,5.0,949810618
['User'],Jessica Sherman,4,20606,9148,1614,4.0,949896183
['User'],Jessica Sherman,4,20601,9148,1595,4.0,949919454
['User'],Jessica Sherman,4,20600,9148,1586,5.0,949896070
['User'],Jessica Sherman,4,20603,9148,1601,4.0,949811738
['User'],Jessica Sherman,4,20602,9148,1599,5.0,949778771
['User'],Jessica Sherman,4,20597,9148,1581,5.0,949811602
['User'],Jessica Sherman,4,20596,9148,1575,5.0,949896309
['User'],Jessica Sherman,4,20599,9148,1584,2.0,949918970
['User'],Jessica Sherman,4,20598,9148,1583,3.0,949895907
['User'],Jessica Sherman,4,20593,9148,1542,5.0,949918743
['User'],Jessica Sherman,4,20592,9148,1535,5.0,949810261
['User'],Jessica Sherman,4,20595,9148,1549,5.0,949811559
['User'],Jessica Sherman,4,20594,9148,1548,3.0,949949538
['User'],Jessica Sherman,4,20588,9148,1455,5.0,949919738
['User'],Jessica Sherman,4,20589,9148,1499,4.0,949810688
['User'],Jessica Sherman,4,20590,9148,1500,2.0,949895956
['User'],Jessica Sherman,4,20591,9148,1534,5.0,949810261
['User'],Jessica Sherman,4,20584,9148,1272,5.0,949919978
['User'],Jessica Sherman,4,20585,9148,1341,4.0,949811559
['User'],Jessica Sherman,4,20586,9148,1350,5.0,949896244
['User'],Jessica Sherman,4,20587,9148,1425,1.0,949895864
['User'],Jessica Sherman,4,20580,9148,1144,5.0,949810261
['User'],Jessica Sherman,4,20581,9148,1145,4.0,949810302
['User'],Jessica Sherman,4,20582,9148,1153,5.0,949895772
['User'],Jessica Sherman,4,20583,9148,1253,3.0,949811230
['User'],Jessica Sherman,4,20576,9148,1133,4.0,949918787
['User'],Jessica Sherman,4,20577,9148,1135,3.0,949918904
['User'],Jessica Sherman,4,20578,9148,1136,3.0,949810688
['User'],Jessica Sherman,4,20579,9148,1139,5.0,949896377
['User'],Jessica Sherman,4,20507,9148,403,1.0,949920135
['User'],Jessica Sherman,4,20506,9148,402,4.0,949810688
['User'],Jessica Sherman,4,20505,9148,399,3.0,949895772
['User'],Jessica Sherman,4,20504,9148,380,3.0,949919883
['User'],Jessica Sherman,4,20511,9148,446,5.0,949810582
['User'],Jessica Sherman,4,20510,9148,431,4.0,949811315
['User'],Jessica Sherman,4,20509,9148,410,4.0,949920028
['User'],Jessica Sherman,4,20508,9148,408,4.0,949919802
['User'],Jessica Sherman,4,20499,9148,340,5.0,949919763
['User'],Jessica Sherman,4,20498,9148,333,5.0,949810582
['User'],Jessica Sherman,4,20497,9148,313,3.0,949810618
['User'],Jessica Sherman,4,20496,9148,285,5.0,949895708
['User'],Jessica Sherman,4,20503,9148,363,3.0,949810534
['User'],Jessica Sherman,4,20502,9148,350,4.0,949895887
['User'],Jessica Sherman,4,20501,9148,347,5.0,949949538
['User'],Jessica Sherman,4,20500,9148,341,5.0,949919681
['User'],Jessica Sherman,4,20490,9148,139,5.0,949919681
['User'],Jessica Sherman,4,20491,9148,149,4.0,949811346
['User'],Jessica Sherman,4,20488,9148,45,5.0,949919556
['User'],Jessica Sherman,4,20489,9148,119,5.0,949810582
['User'],Jessica Sherman,4,20494,9148,251,5.0,949779042
['User'],Jessica Sherman,4,20495,9148,278,4.0,949778802
['User'],Jessica Sherman,4,20492,9148,171,3.0,949811346
['User'],Jessica Sherman,4,20493,9148,182,3.0,949920047
['User'],Jessica Sherman,4,20487,9148,19,4.0,949810645
['User'],Jessica Sherman,4,20537,9148,907,5.0,949778771
['User'],Jessica Sherman,4,20536,9148,899,5.0,949895732
['User'],Jessica Sherman,4,20539,9148,923,5.0,949896275
['User'],Jessica Sherman,4,20538,9148,921,5.0,949919399
['User'],Jessica Sherman,4,20541,9148,971,5.0,949919419
['User'],Jessica Sherman,4,20540,9148,931,5.0,949919372
['User'],Jessica Sherman,4,20543,9148,973,5.0,949811490
['User'],Jessica Sherman,4,20542,9148,972,5.0,949779173
['User'],Jessica Sherman,4,20529,9148,853,5.0,949896377
['User'],Jessica Sherman,4,20528,9148,851,5.0,949949638
['User'],Jessica Sherman,4,20531,9148,855,5.0,949949538
['User'],Jessica Sherman,4,20530,9148,854,5.0,949896377
['User'],Jessica Sherman,4,20533,9148,859,5.0,949896244
['User'],Jessica Sherman,4,20532,9148,856,5.0,949949638
['User'],Jessica Sherman,4,20535,9148,889,5.0,949811523
['User'],Jessica Sherman,4,20534,9148,885,5.0,949919372
['User'],Jessica Sherman,4,20520,9148,714,5.0,949779022
['User'],Jessica Sherman,4,20521,9148,743,5.0,949919189
['User'],Jessica Sherman,4,20522,9148,750,4.0,949919306
['User'],Jessica Sherman,4,20523,9148,753,5.0,949919247
['User'],Jessica Sherman,4,20524,9148,759,5.0,949949396
['User'],Jessica Sherman,4,20525,9148,834,4.0,949919454
['User'],Jessica Sherman,4,20526,9148,839,4.0,949919322
['User'],Jessica Sherman,4,20527,9148,845,5.0,949949638
['User'],Jessica Sherman,4,20512,9148,504,5.0,949779091
['User'],Jessica Sherman,4,20513,9148,540,5.0,949949486
['User'],Jessica Sherman,4,20514,9148,541,5.0,949919938
['User'],Jessica Sherman,4,20515,9148,542,3.0,949810534
['User'],Jessica Sherman,4,20516,9148,545,5.0,949949538
['User'],Jessica Sherman,4,20517,9148,547,5.0,949949638
['User'],Jessica Sherman,4,20518,9148,556,4.0,949982238
['User'],Jessica Sherman,4,20519,9148,562,5.0,949949444
['User'],Jessica Sherman,4,20690,9148,3227,2.0,949982238
['User'],Jessica Sherman,4,20688,9148,2638,3.0,949919845
['User'],Jessica Sherman,4,20689,9148,2640,5.0,949895732
['User'],Jessica Sherman,4,20679,9148,2487,4.0,949918715
['User'],Jessica Sherman,4,20678,9148,2477,5.0,949919656
['User'],Jessica Sherman,4,20677,9148,2462,5.0,949919419
['User'],Jessica Sherman,4,20676,9148,2461,4.0,949811559
['User'],Jessica Sherman,4,20675,9148,2456,5.0,949949444
['User'],Jessica Sherman,4,20674,9148,2441,3.0,949896543
['User'],Jessica Sherman,4,20673,9148,2421,5.0,949810261
['User'],Jessica Sherman,4,20672,9148,2417,5.0,949918807
['User'],Jessica Sherman,4,20687,9148,2630,4.0,949919738
['User'],Jessica Sherman,4,20686,9148,2626,5.0,949918970
['User'],Jessica Sherman,4,20685,9148,2600,4.0,949811523
['User'],Jessica Sherman,4,20684,9148,2599,2.0,949778946
['User'],Jessica Sherman,4,20683,9148,2567,4.0,949918904
['User'],Jessica Sherman,4,20682,9148,2519,5.0,949919738
['User'],Jessica Sherman,4,20681,9148,2515,4.0,949811603
['User'],Jessica Sherman,4,20680,9148,2512,4.0,949896275
['User'],Jessica Sherman,4,20626,9148,1703,4.0,949919763
['User'],Jessica Sherman,4,20627,9148,1717,5.0,949896070
['User'],Jessica Sherman,4,20624,9148,1693,5.0,949918927
['User'],Jessica Sherman,4,20625,9148,1694,5.0,949918994
['User'],Jessica Sherman,4,20630,9148,1721,5.0,949811603
['User'],Jessica Sherman,4,20631,9148,1735,5.0,949896070
['User'],Jessica Sherman,4,20628,9148,1718,4.0,949982239
['User'],Jessica Sherman,4,20629,9148,1720,4.0,949896114
['User'],Jessica Sherman,4,20634,9148,1763,5.0,949918764
['User'],Jessica Sherman,4,20635,9148,1795,4.0,949811559
['User'],Jessica Sherman,4,20632,9148,1747,5.0,949896070
['User'],Jessica Sherman,4,20633,9148,1762,3.0,949896070
['User'],Jessica Sherman,4,20638,9148,1830,5.0,949919556
['User'],Jessica Sherman,4,20639,9148,1878,4.0,949918927
['User'],Jessica Sherman,4,20654,9148,2199,5.0,949810582
['User'],Jessica Sherman,4,20655,9148,2210,4.0,949778714
['User'],Jessica Sherman,4,20652,9148,2178,4.0,949896497
['User'],Jessica Sherman,4,20653,9148,2192,5.0,949811523
['User'],Jessica Sherman,4,20650,9148,2149,3.0,949918671
['User'],Jessica Sherman,4,20651,9148,2166,4.0,949896497
['User'],Jessica Sherman,4,20648,9148,2122,5.0,949810582
['User'],Jessica Sherman,4,20649,9148,2133,5.0,949810261
['User'],Jessica Sherman,4,20646,9148,2063,4.0,949896275
['User'],Jessica Sherman,4,20647,9148,2112,1.0,949895993
['User'],Jessica Sherman,4,20644,9148,1980,5.0,949982274
['User'],Jessica Sherman,4,20645,9148,1992,5.0,949918875
['User'],Jessica Sherman,4,20642,9148,1935,5.0,949918994
['User'],Jessica Sherman,4,20643,9148,1938,4.0,949810302
['User'],Jessica Sherman,4,20640,9148,1900,4.0,949811603
['User'],Jessica Sherman,4,20641,9148,1932,4.0,949918994
['User'],Jessica Sherman,4,20671,9148,2416,3.0,949896015
['User'],Jessica Sherman,4,20670,9148,2399,5.0,949896070
['User'],Jessica Sherman,4,20669,9148,2359,5.0,949811559
['User'],Jessica Sherman,4,20668,9148,2357,4.0,949810534
['User'],Jessica Sherman,4,20667,9148,2348,1.0,949896309
['User'],Jessica Sherman,4,20666,9148,2347,2.0,949896309
['User'],Jessica Sherman,4,20665,9148,2324,5.0,949896377
['User'],Jessica Sherman,4,20664,9148,2320,5.0,949896114
['User'],Jessica Sherman,4,20663,9148,2315,3.0,949918875
['User'],Jessica Sherman,4,20662,9148,2280,3.0,949811230
['User'],Jessica Sherman,4,20661,9148,2267,5.0,949811738
['User'],Jessica Sherman,4,20660,9148,2260,5.0,949896070
['User'],Jessica Sherman,4,20659,9148,2258,4.0,949811603
['User'],Jessica Sherman,4,20658,9148,2254,5.0,949811490
['User'],Jessica Sherman,4,20657,9148,2251,5.0,949919399
['User'],Jessica Sherman,4,20656,9148,2237,1.0,949896521
['User'],Jessica Sherman,4,20620,9148,1681,5.0,949949396
['User'],Jessica Sherman,4,20621,9148,1684,4.0,949896114
['User'],Jessica Sherman,4,20622,9148,1688,5.0,949919399
['User'],Jessica Sherman,4,20623,9148,1689,3.0,949896309
['User'],Jessica Sherman,4,20616,9148,1670,5.0,949896183
['User'],Jessica Sherman,4,20617,9148,1673,4.0,949920028
['User'],Jessica Sherman,4,20618,9148,1675,5.0,949949538
['User'],Jessica Sherman,4,20619,9148,1679,5.0,949896114
['User'],Jessica Sherman,4,20612,9148,1660,4.0,949982239
['User'],Jessica Sherman,4,20613,9148,1664,5.0,949949444
['User'],Jessica Sherman,4,20614,9148,1665,5.0,949896114
['User'],Jessica Sherman,4,20615,9148,1666,5.0,949949638
['User'],Jessica Sherman,4,20608,9148,1634,3.0,949896114
['User'],Jessica Sherman,4,20609,9148,1643,5.0,949918648
['User'],Jessica Sherman,4,20610,9148,1657,5.0,949949444
['User'],Jessica Sherman,4,20611,9148,1659,5.0,949919306
['User'],Jessica Sherman,4,20637,9148,1813,5.0,949895772
['User'],Jessica Sherman,4,20636,9148,1808,3.0,949896309
['User'],Oscar Harmon,5,20694,9149,139,4.0,1163374242
['User'],Oscar Harmon,5,20695,9149,146,4.0,1163374404
['User'],Oscar Harmon,5,20692,9149,52,4.0,1163374952
['User'],Oscar Harmon,5,20693,9149,113,4.0,1163374639
['User'],Oscar Harmon,5,20691,9149,7,4.0,1163374957
['User'],Oscar Harmon,5,20702,9149,360,4.0,1163373610
['User'],Oscar Harmon,5,20703,9149,408,4.0,1163374477
['User'],Oscar Harmon,5,20700,9149,347,4.0,1163373752
['User'],Oscar Harmon,5,20701,9149,350,4.0,1163373755
['User'],Oscar Harmon,5,20698,9149,328,3.5,1163373636
['User'],Oscar Harmon,5,20699,9149,340,4.0,1163374152
['User'],Oscar Harmon,5,20696,9149,222,3.5,1163373762
['User'],Oscar Harmon,5,20697,9149,268,4.5,1163373208
['User'],Oscar Harmon,5,20724,9149,1378,4.0,1163373744
['User'],Oscar Harmon,5,20725,9149,1409,4.0,1163374601
['User'],Oscar Harmon,5,20726,9149,1412,4.5,1163374251
['User'],Oscar Harmon,5,20727,9149,1505,4.5,1163373726
['User'],Oscar Harmon,5,20720,9149,1150,3.5,1163374165
['User'],Oscar Harmon,5,20721,9149,1218,4.5,1163374608
['User'],Oscar Harmon,5,20722,9149,1253,3.5,1163374562
['User'],Oscar Harmon,5,20723,9149,1355,4.0,1163374214
['User'],Oscar Harmon,5,20732,9149,1660,5.0,1163373109
['User'],Oscar Harmon,5,20733,9149,1817,4.0,1163373276
['User'],Oscar Harmon,5,20734,9149,1834,4.0,1163373251
['User'],Oscar Harmon,5,20735,9149,1885,3.5,1163374184
['User'],Oscar Harmon,5,20728,9149,1542,4.0,1163373675
['User'],Oscar Harmon,5,20729,9149,1549,4.0,1163374324
['User'],Oscar Harmon,5,20730,9149,1578,3.5,1163374593
['User'],Oscar Harmon,5,20731,9149,1604,1.5,1163373188
['User'],Oscar Harmon,5,20709,9149,671,3.5,1163374993
['User'],Oscar Harmon,5,20708,9149,548,5.0,1163373711
['User'],Oscar Harmon,5,20711,9149,743,3.5,1163373135
['User'],Oscar Harmon,5,20710,9149,714,2.5,1163373651
['User'],Oscar Harmon,5,20705,9149,538,4.0,1163374392
['User'],Oscar Harmon,5,20704,9149,466,4.5,1163373718
['User'],Oscar Harmon,5,20707,9149,546,4.0,1163374190
['User'],Oscar Harmon,5,20706,9149,540,3.5,1163373551
['User'],Oscar Harmon,5,20717,9149,1020,4.0,1163374582
['User'],Oscar Harmon,5,20716,9149,996,2.5,1163374239
['User'],Oscar Harmon,5,20719,9149,1139,5.0,1163373044
['User'],Oscar Harmon,5,20718,9149,1079,4.0,1163374495
['User'],Oscar Harmon,5,20713,9149,845,4.0,1163373316
['User'],Oscar Harmon,5,20712,9149,759,4.0,1163374286
['User'],Oscar Harmon,5,20715,9149,970,3.0,1163374173
['User'],Oscar Harmon,5,20714,9149,858,5.0,1163373103
['User'],Oscar Harmon,5,20744,9149,2426,3.5,1163374127
['User'],Oscar Harmon,5,20745,9149,2525,3.5,1163374263
['User'],Oscar Harmon,5,20746,9149,2572,3.5,1163374408
['User'],Oscar Harmon,5,20747,9149,2738,4.0,1163374137
['User'],Oscar Harmon,5,20748,9149,3021,3.5,1163373148
['User'],Oscar Harmon,5,20788,9149,6326,4.0,1163374144
['User'],Oscar Harmon,5,20789,9149,6327,4.0,1163374167
['User'],Oscar Harmon,5,20790,9149,6554,4.5,1163374357
['User'],Oscar Harmon,5,20784,9149,6171,4.0,1163374517
['User'],Oscar Harmon,5,20785,9149,6197,4.5,1163374227
['User'],Oscar Harmon,5,20786,9149,6226,4.0,1163374275
['User'],Oscar Harmon,5,20787,9149,6315,4.5,1163374283
['User'],Oscar Harmon,5,20773,9149,4786,2.5,1163373238
['User'],Oscar Harmon,5,20772,9149,4690,4.0,1163374455
['User'],Oscar Harmon,5,20775,9149,5424,4.0,1163374742
['User'],Oscar Harmon,5,20774,9149,4903,4.0,1163374511
['User'],Oscar Harmon,5,20769,9149,4536,3.5,1163374491
['User'],Oscar Harmon,5,20768,9149,4441,4.0,1163374533
['User'],Oscar Harmon,5,20771,9149,4629,4.0,1163373626
['User'],Oscar Harmon,5,20770,9149,4627,4.0,1163374572
['User'],Oscar Harmon,5,20781,9149,6006,4.5,1163374702
['User'],Oscar Harmon,5,20780,9149,6002,4.5,1163374340
['User'],Oscar Harmon,5,20783,9149,6151,5.0,1163374211
['User'],Oscar Harmon,5,20782,9149,6008,3.5,1163374177
['User'],Oscar Harmon,5,20777,9149,5499,3.5,1163374118
['User'],Oscar Harmon,5,20776,9149,5442,4.0,1163374381
['User'],Oscar Harmon,5,20779,9149,5510,4.0,1163374426
['User'],Oscar Harmon,5,20778,9149,5504,4.5,1163373593
['User'],Oscar Harmon,5,20758,9149,3717,3.5,1163375131
['User'],Oscar Harmon,5,20759,9149,3866,3.0,1163373548
['User'],Oscar Harmon,5,20756,9149,3439,3.5,1163374354
['User'],Oscar Harmon,5,20757,9149,3530,4.5,1163375033
['User'],Oscar Harmon,5,20754,9149,3245,4.5,1163375145
['User'],Oscar Harmon,5,20755,9149,3438,3.5,1163374103
['User'],Oscar Harmon,5,20752,9149,3238,4.0,1163375025
['User'],Oscar Harmon,5,20753,9149,3242,3.5,1163373696
['User'],Oscar Harmon,5,20766,9149,4285,4.5,1163374389
['User'],Oscar Harmon,5,20767,9149,4344,3.0,1163373688
